1,American Decorative Arts
2,American Paintings and Sculpture
3,European Sculpture and Decorative Arts
4,Modern and Contemporary Art
5,Arms and Armor
6,Medieval Art
7,Asian Art
8,Costume Institute
9,Islamic Art
10,"Arts of Africa, Oceania, and the Americas"
11,Drawings and Prints
12,Greek and Roman Art
13,Photographs
14,Ancient Near Eastern Art
15,European Paintings
16,Robert Lehman Collection
17,The Cloisters
18,Musical Instruments
19,Egyptian Art
20,The Libraries
