392,Furniture,"Mahogany, yellow pine"
393,Furniture,"Walnut, white pine"
394,Furniture,"Mahogany, white cedar, tulip poplar"
395,Furniture,"Mahogany, northern white cedar, yellow pine"
396,Furniture,"Maple, poplar"
397,Drawings,Graphite and pen and ink on tracing paper
398,Furniture,"mahogany (primary), mahogany veneer; maple (secondary)"
399,Furniture,"Mahogany, maple"
400,Furniture,"Mahogany, cherry, white pine"
401,Furniture,"Mahogany, maple, red oak"
402,Furniture,"Red maple, oak"
403,Furniture,"Mahogany, maple, ash, white pine"
404,Furniture,"Mahogany, ash, tulip poplar, satinwood"
405,Furniture,"Mahogany, maple, cherry, white pine"
406,Furniture,"Mahogany, white oak, yellow pine"
407,Furniture,"Ash, pine"
408,Furniture,"Ebonized wood, light wood inlay"
409,Furniture,Mahogany with ash
410,Furniture,"Maple, ash, tulip poplar"
411,Metal,Chrome on steel
412,Furniture,"Iron, leather"
413,Furniture,"Mahogany, chestnut, poplar"
414,Furniture,"Mahogany, maple and ash"
415,Furniture,"Mahogany, poplar"
416,Furniture,Probably maple
417,Furniture,"Mahogany, tulip poplar, white pine"
418,Furniture,"Mahogany, ebony inlay"
419,Furniture,"Mahogany, maple, beech"
420,Furniture,"Mahogany, northern white cedar"
421,Furniture,"Mahogany, tulip poplar, yellow pine"
422,Furniture,"Mahogany with ash, maple"
423,Furniture,"Ash, beech, tulip"
424,Furniture,Ash or chestnut
425,Furniture,"Mahogany, maple, birch, satinwood"
426,Furniture,"Mahogany, ebony, ash, birch, white pine"
427,Furniture,"Primary: mahogany.  Secondary: poplar (medial braces, probably original)"
428,Furniture,"Primary: mahogany.  Secondary: ash (seat rails, front blocks [probably replaced]); mahogany (medial braces)."
429,Furniture,"Mahogany, ash, tulip poplar"
430,Furniture,"Rosewood, ash, prickly juniper veneer"
431,Furniture,"Walnut, mahogany, rosewood, cedar"
432,Furniture,"Birch, maple"
433,Furniture,"Mahogany, birch veneer, birch, tulip poplar"
434,Furniture,"Cast iron, wood"
435,Furniture,"White oak, leather"
436,Furniture,"Chestnut plycore, cyprus veneer"
437,Furniture,Plywood
438,Furniture,"Mahogany, white pine
"
439,Furniture,"Ash, cherry, white pine"
440,Furniture,Bermuda cedar
441,Furniture,"Mahogany, cherry, white oak"
442,Furniture,"Mahogany, red oak, sweet gum"
443,Furniture,"Mahogany, yellow pine, white pine"
444,Furniture,"Walnut, cherry"
445,Furniture,Painted maple with ash
446,Furniture,Painted maple with white pine
447,Furniture,"Mahogany, ash, tulip poplar, oak, cherry"
448,Furniture,"Mahogany, ash, tulip poplar, oak"
449,Furniture,"Mahogany, sweet gum"
450,Furniture,"Maple, Atlantic white cedar"
451,Furniture,"Mahogany with oak, yellow poplar, yellow pine, maple"
452,Furniture,"Mahogany, maple, tulip poplar"
453,Furniture,"Mahogany, maple, tulip poplar, cane"
454,Furniture,"Maple, brass, mother-of-pearl"
455,Furniture,"Mahogany, ash, birch, white pine"
456,Furniture,"Pine, cherry, ash"
457,Furniture,"Mahogany, brass with ash, yellow poplar"
458,Furniture,"Oak, caning"
459,Furniture,"Maple, painted and gilded, cane"
460,Furniture,Painted maple
461,Furniture,"Mahogany, ash, poplar"
462,Drawings,Graphite on  off-white wove paper
463,Furniture,"Walnut, white oak, white pine"
464,Furniture,"Mahogany with ash, yellow poplar"
465,Furniture,"Mahogany, oak"
466,Furniture,"Bird's-eye maple, maple, tulip poplar"
467,Furniture,"Red oak, yellow pine, white cedar"
468,Furniture,"Oak, pine, maple"
469,Furniture,"Cherry, maple"
470,Metal,"Iron, wood"
471,Furniture,"Wood, brass"
472,Glass,"Cut glass, gilt bronze"
473,Metal,"Iron, wood, glass"
474,Metal,"Tin, glass"
475,Glass,"Cut blown glass, bronze"
476,Glass,"Glass, brass"
477,Glass,"Colorless, opalescent, and amethyst glass, gilt bronze"
478,Metal,"Bronze, crystal"
479,Metal,"Bronze, brass"
480,Furniture,"Mahogany, ebony, and leaded glass"
481,Glass,"Leaded opalescent glass, metal"
482,Metal,"Gilded brass, glass"
483,Glass,Pressed colorless and cranberry glass
484,Natural Substances,"Lacquered wood, ivory"
485,Furniture,"Red oak, white oak, hard maple, white pine"
486,Furniture,"Red oak, white oak"
487,Furniture,"Oak, tulip poplar, pine"
488,Furniture,"Oak, chestnut"
489,Furniture,"White oak, red oak"
490,Furniture,"Oak, wrought iron, cedar"
491,Furniture,"Oak, pine, cedar, walnut"
492,Furniture,"Mahogany, mahogany and birch veneers with yellow poplar, white pine"
493,Furniture,"Red oak, walnut, cedar, maple, white pine"
494,Furniture,"White pine, tulip poplar"
495,Furniture,"Painted maple, yellow pine"
496,Furniture,"Cherry, white pine"
497,Furniture,"Painted yellow pine, oak"
498,Furniture,"Oak, yellow pine"
499,Furniture,"Painted red oak, white oak, white pine,
yellow pine"
500,Furniture,"Pine, chestnut, white pine"
501,Furniture,"Mahogany, satinwood, ebony, white pine, tulip poplar"
502,Furniture,"White oak, yellow pine, white cedar"
503,Furniture,"Mahogany, white pine, chestnut"
504,Furniture,"Cherry, poplar, cedar"
505,Furniture,"Mahogany, tulip poplar, pine, chestnut"
506,Furniture,"Maple, white pine"
