800,Norfolk Island
801,Turkey or Greece?
802,Italy or Sicily
803,Madagascar?
804,Sulawesi (Celebes)
805,Czech Republic (Bohemia)
806,Senegal?
807,Belgium or France
808,Republic of Cameroon?
809,Gabon?
810,Egypt (British repro)
811,Uganda/Tanzania
812,Mozambique|Zimbabwe|Malawi
813,France or Belgium
814,Liberia-Côte d'Ivoire (Ivory Coast) border
815,United States or Canada: N.A.
816,Germany or France?
817,Ghana?
818,Germany or Belgium
819,Peru?
820,Africa
821,Bosnia and Herzegovina (former Yugoslavia)
822,Iran (Persia) and Turkey
823,Nigeria or Benin
824,France or Italy
825,Russia?
826,China?
827,Japan or China
828,Gambia
829,Turkey?
830,Montenegro
831,Japan or Korea
832,Uganda/Rwanda
833,Iran?
834,Malta
835,Republic of Costa Rica
836,United States or Mexico
837,Uganda?
838,Colombia or Costa Rica
839,Nigeria?
840,Nepal?
841,France:N.
842,China or Korea
843,Burkina Faso (formerly Upper Volta)
844,Democratic Republic of the Congo or Angola?
845,Ivory Coast
846,Sumatra
847,Nigeria or Congo
848,Probably Burkina Faso
849,Papua New Guinea?
850,Lesotho
851,Tajikistan
852,Czechoslovakia or Germany?
853,United Kingdom or France?
854,"Nigeria, Ghana or Sierra Leone"
855,Serbia
856,Italy|United State
857,Ireland or United Kingdom
858,Nigeria or Cameroon
859,Mongolia
860,France?/USA?
861,France|United States
862,Flemish
863,Republic of Guinea
864,Uzbekistan or Tajikistan
865,Malawi or Tanzania
866,Greece|Turkey
867,Probably Democratic Republic of Congo
868,Tibet|China|India
869,Cambodia
870,Colombia or Venezuela
871,United Kingdom or France
872,Hungary or Slovenia
873,Austria / Germany
874,Germany (probably)
875,Mauritania
876,Colombia?
877,Republic of  Cameroon
878,Chad?
879,Liberia?
880,Kosova
881,Tibet/north India
882,Indonesia?
883,Thailand?
884,Probably Democratic Republic of the Congo
885,Bhutan
886,Mozambique?
887,Germany or Austria
888,Denmark
889,"Mali, Guinea, Burkina Faso, Senegal"
890,Germany or Italy?
891,England?
892,Croatia (former Yugoslavia)
893,Zambia or Zimbabwe
894,United States|Austria
895,Uganda-Sudan
896,Mongolia?
897,Burma?
898,Uganda or Democratic Republic of Congo
899,Tanzania/Kenya
900,Macedonia
901,Slovenia
902,United States or Germany
903,Republic of Congo & Angola
904,Philippine Islands
905,Italy or Germany
906,Germany or Italy
907,Macedonia (former Yugoslavia)
908,United Kingdom ?
909,Republic of the Philippines
910,Norway or Sweden
911,England|Germany
912,Germany or Poland
913,Netherlands or Belgium
914,Zambia?
915,Myanmar (Burma)
916,Bulgaria or Switzerland
917,Burmah or Thai
918,Sulawesi
919,Tibet|China
920,Philippine
921,Serbia (former Yugoslavia)
922,Bosnia (former Yugoslavia)
923,Herzegovina (former Yugoslavia)
924,Macedonia (former Yugoslavia0
925,Bosnia - Herzegovina (former Yugoslavia)
926,Possibly Greece
927,Scandinavia or Austria
928,Ireland ?
929,Austria ?
930,Belgium ?
931,possibly Dem. Rep. Congo
932,Norway?
933,Azerbaijian?
934,Malaysia?
935,Turkey or Azerbaijan
936,Bohemia|Germany|Italy
937,Bohemia (Hungary)
938,Laos and Thailand
939,possibly Guatemala
940,United State
941,Persia or Turkey
942,Probably Germany
943,Tibet/Nepal?
944,Switzerland|France
945,Republic of Madagascar
946,possibly Mali
947,England or Germany
948,Ethiopia or Sudan
949,Dem. Rep. Congo
950,Czech Republic or Slovakia
951,Italy|United Kingdom
952,Turkey|India
953,Egypt and Sudan
954,Canaan
955,Cyprus
956,Egypt or Levant
957,Egypt or Italy
958,Egypt (or Italy or Turkey)
959,Egypt|Gaul
960,Lebanon
